application_id,Interview Taken on,Status,event_name,Department,Post Name,Offered Salary
976906,26-05-2014 17:54,Hired,Female,Service Department,c-10,49667
43558,26-05-2014 17:54,Hired,Female,Service Department,c-10,24867
614695,16-05-2014 09:32,Hired,Male,Operations Department,c9,97614
483616,16-05-2014 09:33,Hired,Male,Operations Department,c9,38880
985439,18-05-2014 22:26,Hired,Female,Operations Department,i5,79611
983431,04-06-2014 09:13,Hired,Female,Operations Department,c9,18881
976920,18-07-2014 09:31,Rejected,Male,Operations Department,c9,9638
951218,18-07-2014 09:32,Hired,Female,Operations Department,c9,55809
827606,18-07-2014 09:38,Rejected,Male,Operations Department,c9,88236
280138,18-07-2014 19:30,Hired,Female,Operations Department,i5,72664
411283,18-07-2014 19:31,Rejected,Female,Operations Department,i5,92805
243776,18-07-2014 19:33,Hired,Male,Operations Department,i5,87521
340001,21-07-2014 15:07,Hired,Male,Operations Department,i5,19917
688430,21-07-2014 15:09,Hired,Female,Operations Department,i5,3931
267149,21-07-2014 15:10,Rejected,Male,Operations Department,i5,69565
217615,21-07-2014 15:08,Hired,Female,Operations Department,i5,3290
372578,21-07-2014 15:09,Hired,Female,Operations Department,i5,16385
172212,21-07-2014 15:11,Hired,Female,Operations Department,i5,39002
332886,21-07-2014 15:12,Hired,Female,Operations Department,i5,95555
279479,25-07-2014 09:37,Hired,Male,Operations Department,c9,34260
782316,28-07-2014 08:25,Hired,Male,Operations Department,c9,43040
995570,28-07-2014 08:26,Rejected,Female,Operations Department,c9,61174
471223,15-08-2014 09:34,Hired,Female,Operations Department,c9,70497
406675,15-08-2014 09:35,Rejected,Female,Operations Department,c9,32483
485078,15-08-2014 09:35,Hired,Male,Operations Department,c9,40687
337257,15-08-2014 09:37,Rejected,Female,Operations Department,c9,44400
596647,27-05-2014 11:38,Rejected,Male,Marketing Department,i7,2970
129235,27-05-2014 11:39,Rejected,Male,Marketing Department,i7,57847
24880,04-07-2014 08:34,Hired,Male,Operations Department,c5,18527
156526,04-07-2014 08:35,Rejected,Male,Operations Department,c5,81539
35902,05-07-2014 11:18,Hired,Male,Operations Department,c5,12508
175665,05-07-2014 11:18,Rejected,Male,Operations Department,c5,27621
779449,08-07-2014 18:42,Rejected,Male,Operations Department,i1,59246
136609,08-07-2014 18:43,Hired,Male,Operations Department,i1,99169
839749,21-05-2014 15:08,Hired,Male,Operations Department,i6,9199
268371,06-06-2014 04:28,Rejected,Male,Operations Department,i5,65933
51030,06-06-2014 04:29,Rejected,Male,Operations Department,i5,61098
434830,06-06-2014 04:31,Hired,Male,Operations Department,i5,66521
639529,06-06-2014 04:31,Hired,Female,Operations Department,i5,95111
592294,23-06-2014 12:35,Rejected,Male,Operations Department,i5,41460
758774,12-05-2014 23:13,Hired,Don’t want to say,Marketing Department,c9,42869
590682,14-05-2014 09:32,Hired,Male,Operations Department,i7,51131
107163,09-07-2014 09:31,Hired,Male,Operations Department,i7,67869
740604,09-07-2014 09:32,Hired,Male,Operations Department,i7,42459
959387,09-07-2014 09:32,Rejected,Female,Operations Department,i7,55713
614118,09-07-2014 09:33,Rejected,Female,Operations Department,i7,6820
973608,09-07-2014 09:34,Rejected,Female,Operations Department,i7,85898
298297,09-07-2014 09:35,Hired,Male,Operations Department,i7,46222
635074,14-05-2014 09:31,Rejected,Don’t want to say,Operations Department,c-10,34348
925976,14-05-2014 11:13,Hired,Male,Operations Department,c-10,38000
916219,06-08-2014 07:44,Hired,Female,Finance Department,i1,31724
195192,06-08-2014 07:45,Rejected,Female,Finance Department,i1,79867
105487,08-08-2014 05:13,Hired,Female,Finance Department,i1,62331
824012,05-06-2014 16:15,Rejected,Female,Operations Department,c9,44876
373245,05-06-2014 16:17,Rejected,Male,Operations Department,c9,96397
690152,05-06-2014 16:18,Rejected,Male,Operations Department,c9,54102
577016,11-06-2014 18:18,Hired,Male,Operations Department,i7,60448
786330,11-06-2014 18:21,Rejected,Male,Operations Department,i7,30853
581142,27-08-2014 09:31,Rejected,Male,Operations Department,i7,35789
593847,27-08-2014 09:32,Hired,Don’t want to say,Operations Department,i7,46661
679555,21-05-2014 09:34,Hired,Male,Operations Department,c8,1646
983167,21-05-2014 09:31,Rejected,Don’t want to say,Operations Department,c8,44453
949311,14-06-2014 18:53,Rejected,Female,Finance Department,i7,81189
307175,14-06-2014 18:57,Hired,Female,Finance Department,i7,62291
457776,25-06-2014 09:34,Rejected,Female,Finance Department,i7,76314
24736,26-06-2014 17:36,Rejected,Female,Finance Department,i7,53664
604503,26-06-2014 17:38,Hired,Female,Finance Department,i7,78186
503538,23-05-2014 03:32,Rejected,Male,Production Department,i1,46193
476510,23-05-2014 03:35,Hired,Male,Production Department,i1,71255
879713,23-05-2014 03:38,Rejected,Male,Production Department,i1,99939
926098,23-05-2014 03:39,Rejected,Female,Production Department,i1,73626
410845,23-05-2014 13:55,Hired,Male,Production Department,i1,25664
99869,23-05-2014 13:56,Hired,Male,Production Department,i1,58143
58730,23-05-2014 13:56,Hired,Don’t want to say,Production Department,i1,42593
228007,18-07-2014 18:59,Hired,Male,Production Department,i1,22172
230925,18-07-2014 19:00,Rejected,Female,Production Department,i1,99722
120784,21-07-2014 11:44,Hired,Male,Production Department,i1,34253
419712,21-07-2014 11:44,Hired,Male,Production Department,i1,20831
439765,07-08-2014 14:51,Hired,Male,Production Department,i1,77026
834168,25-07-2014 09:32,Rejected,Female,Service Department,c5,70162
881644,16-07-2014 13:29,Rejected,Male,Operations Department,c-10,11705
499939,16-07-2014 13:32,Hired,Female,Operations Department,c-10,61779
711350,16-07-2014 13:33,Rejected,-,Operations Department,c-10,25785
489788,16-07-2014 13:34,Hired,Female,Operations Department,c-10,69626
133341,16-07-2014 13:36,Rejected,Female,Operations Department,c-10,94575
264698,16-07-2014 13:35,Rejected,Female,Operations Department,c-10,70530
617547,01-08-2014 09:32,Hired,Male,Operations Department,c-10,11530
517271,12-06-2014 16:44,Hired,Female,General Management,i7,76110
940546,01-07-2014 09:32,Rejected,Female,Human Resource Department,i6,71269
844493,01-07-2014 09:33,Hired,Female,Human Resource Department,i6,95194
789804,01-07-2014 09:36,Hired,Female,Human Resource Department,i6,11322
459062,01-07-2014 09:36,Hired,Female,Human Resource Department,i6,6715
831241,01-05-2014 09:32,Rejected,Female,Service Department,c5,72140
466171,16-05-2014 15:38,Rejected,Male,Service Department,i7,30326
141176,17-05-2014 19:00,Rejected,Male,Service Department,i7,80215
659823,13-07-2014 08:14,Hired,Male,Service Department,i7,98666
203764,07-08-2014 09:31,Hired,Female,Service Department,i7,80165
817741,07-08-2014 09:35,Rejected,Female,Service Department,i7,75557
14857,25-08-2014 08:26,Hired,Female,Service Department,i7,54112
452225,26-08-2014 07:29,Rejected,Male,Service Department,i7,4313
180717,29-08-2014 04:59,Rejected,Male,Service Department,i7,62870
244060,19-06-2014 05:28,Rejected,Male,Operations Department,b9,34536
165545,22-07-2014 10:18,Hired,Male,Production Department,c-10,33814
650345,14-05-2014 12:58,Hired,Female,Operations Department,c9,42620
231879,23-05-2014 07:56,Hired,Female,Operations Department,c9,61751
342615,23-05-2014 07:57,Hired,Male,Operations Department,c9,43304
513710,31-05-2014 17:09,Rejected,Male,Operations Department,c9,99341
555677,06-06-2014 10:27,Rejected,Female,Operations Department,c9,58591
700115,06-06-2014 10:30,Rejected,Female,Operations Department,c9,33319
191505,06-06-2014 10:32,Rejected,Female,Operations Department,c9,65520
189468,06-06-2014 10:33,Rejected,Male,Operations Department,c9,94620
675299,06-06-2014 10:34,Rejected,Male,Operations Department,c9,98326
141128,12-06-2014 13:42,Hired,Male,Operations Department,c9,33330
261174,18-06-2014 10:43,Rejected,Don’t want to say,Operations Department,c9,97251
961393,29-05-2014 12:58,Hired,Male,Operations Department,c9,4703
646326,29-05-2014 15:07,Rejected,Male,Operations Department,c9,79777
884079,29-05-2014 19:18,Hired,Male,Operations Department,c9,37271
864921,29-05-2014 19:21,Rejected,Male,Operations Department,c9,74970
900760,18-08-2014 16:05,Rejected,Male,Operations Department,c9,53193
819539,18-08-2014 16:09,Rejected,Male,Operations Department,c9,16698
111548,22-08-2014 10:26,Rejected,Male,Operations Department,c9,62982
763319,01-05-2014 14:27,Hired,Male,Marketing Department,i5,70542
333339,25-07-2014 09:36,Hired,Female,Marketing Department,i5,95050
48952,02-06-2014 13:45,Hired,Don’t want to say,Service Department,c9,49285
823035,06-08-2014 10:13,Hired,Male,Production Department,c5,8146
332641,06-08-2014 10:55,Rejected,Male,Production Department,c5,92172
77360,06-08-2014 10:59,Hired,Female,Production Department,c5,41743
457386,23-07-2014 09:32,Rejected,Male,Production Department,c5,4656
383089,08-08-2014 10:07,Rejected,Male,Production Department,c5,63653
794994,08-08-2014 10:08,Rejected,Male,Production Department,c5,97174
736323,29-05-2014 08:32,Rejected,Male,Operations Department,c-10,45782
660708,26-06-2014 09:00,Hired,Male,Operations Department,c-10,98444
894798,26-06-2014 09:01,Rejected,Male,Operations Department,c-10,37173
877915,26-06-2014 09:05,Hired,Female,Operations Department,c-10,9066
218423,17-06-2014 14:21,Rejected,Don’t want to say,Operations Department,i6,9465
719982,21-06-2014 12:22,Hired,Male,Operations Department,i6,75782
18728,21-06-2014 12:23,Hired,Female,Operations Department,i6,20180
873876,12-05-2014 09:31,Rejected,Male,Service Department,c-10,25927
958317,04-08-2014 09:31,Hired,Male,Purchase Department,c9,97852
658586,04-08-2014 09:32,Hired,Don’t want to say,Purchase Department,c9,19802
38289,31-07-2014 10:09,Rejected,Female,Operations Department,c5,21823
166757,23-08-2014 17:36,Rejected,Female,Operations Department,c5,19349
66682,27-08-2014 08:17,Hired,Male,Operations Department,c5,21158
889764,27-08-2014 08:17,Hired,Female,Operations Department,c5,26692
970746,27-08-2014 08:18,Rejected,Male,Operations Department,c5,53579
16043,29-05-2014 09:36,Hired,Male,Operations Department,c5,85780
577264,07-06-2014 15:52,Hired,Female,Operations Department,b9,28676
505688,16-07-2014 15:30,Rejected,Male,Operations Department,c5,52969
240865,17-07-2014 18:11,Hired,Male,Operations Department,b9,49086
318222,27-05-2014 09:33,Rejected,Male,Service Department,i6,77940
807688,31-05-2014 13:52,Hired,Male,Service Department,i6,17268
697675,13-06-2014 16:49,Rejected,Male,Service Department,i6,60505
510934,17-06-2014 11:41,Hired,Male,Service Department,i6,71141
193283,17-06-2014 11:42,Rejected,Male,Service Department,i6,7965
268308,20-06-2014 13:27,Hired,Male,Service Department,i6,38483
101092,28-06-2014 14:21,Hired,Female,Service Department,i6,16530
624227,15-07-2014 09:31,Hired,Female,Service Department,i6,9299
988379,15-07-2014 09:39,Rejected,Male,Service Department,i6,12753
770714,10-07-2014 10:29,Hired,Female,Human Resource Department,c5,69273
423766,30-07-2014 12:11,Hired,Female,Human Resource Department,c5,51476
232347,30-07-2014 12:12,Rejected,Male,Human Resource Department,c5,21305
582577,30-07-2014 12:12,Rejected,Female,Human Resource Department,c5,81590
113715,19-08-2014 09:04,Hired,Female,Human Resource Department,c5,52538
941712,25-08-2014 10:29,Rejected,Male,Human Resource Department,c5,14054
830954,25-08-2014 10:30,Rejected,Female,Human Resource Department,c5,18564
996835,12-06-2014 14:15,Hired,Don’t want to say,Service Department,c5,95328
754136,07-05-2014 09:33,Rejected,Male,Operations Department,c9,67493
298589,14-05-2014 07:27,Hired,Male,Operations Department,c9,32952
127268,30-07-2014 18:15,Hired,Male,Service Department,i5,8172
90601,30-07-2014 18:16,Hired,Female,Service Department,i5,15277
961227,30-07-2014 18:17,Hired,Female,Service Department,i5,23112
618331,30-07-2014 18:19,Hired,Male,Service Department,i5,61657
680771,05-08-2014 13:52,Hired,Male,Service Department,i5,65525
232988,12-06-2014 09:32,Hired,Male,Operations Department,c9,48721
351100,20-06-2014 08:06,Rejected,Male,Operations Department,c9,75441
936551,20-06-2014 08:08,Rejected,Male,Operations Department,c9,55723
812365,20-06-2014 08:13,Hired,Male,Operations Department,c9,66600
499754,18-07-2014 16:36,Hired,Male,Operations Department,c9,68351
718505,18-07-2014 16:38,Hired,Male,Operations Department,c9,70687
169578,30-07-2014 18:27,Hired,Female,Operations Department,c9,44372
988971,30-07-2014 18:28,Hired,Male,Operations Department,c9,98489
776735,29-08-2014 09:31,Hired,Male,Service Department,c9,16566
486691,29-08-2014 09:33,Rejected,Female,Service Department,c9,59181
316923,29-08-2014 09:31,Hired,Female,Service Department,c9,20943
566412,29-08-2014 09:33,Hired,Female,Service Department,c9,10941
920907,30-08-2014 10:25,Hired,Female,Service Department,c9,19177
320349,21-07-2014 09:32,Rejected,Female,Operations Department,c9,60167
544038,13-05-2014 11:17,Hired,Female,Operations Department,i6,76319
310590,13-05-2014 11:15,Rejected,Don’t want to say,Operations Department,i6,50296
45501,13-05-2014 17:09,Hired,Female,Operations Department,i6,35261
218064,05-05-2014 14:01,Hired,Female,General Management,c9,94930
797924,05-06-2014 09:32,Hired,Male,Operations Department,i5,50347
440521,05-06-2014 09:32,Rejected,Female,Operations Department,i5,35008
840839,13-08-2014 07:44,Hired,Male,Operations Department,i5,60136
390984,05-06-2014 11:11,Hired,Male,Marketing Department,c8,36542
463792,05-06-2014 11:14,Rejected,Male,Marketing Department,c8,13319
27767,09-06-2014 13:30,Hired,Female,Marketing Department,c8,87716
270674,09-06-2014 13:32,Hired,Female,Marketing Department,c8,29782
938391,15-06-2014 08:31,Hired,Male,Marketing Department,c8,73109
425716,15-06-2014 08:32,Rejected,Male,Marketing Department,c8,93669
973826,13-06-2014 14:57,Rejected,Female,Marketing Department,c8,3905
680293,13-06-2014 14:58,Hired,Female,Marketing Department,c8,81750
925197,24-06-2014 15:50,Hired,Female,Marketing Department,c8,24987
46345,15-05-2014 11:55,Rejected,Female,Operations Department,b9,86279
555761,27-06-2014 17:55,Rejected,Male,Operations Department,c5,30254
617724,16-07-2014 19:57,Rejected,Male,Service Department,c-10,47856
85704,17-07-2014 12:28,Rejected,Male,Service Department,c-10,78143
565144,04-06-2014 09:33,Rejected,Male,Service Department,c9,60327
729147,04-06-2014 09:35,Rejected,Female,Service Department,c9,23025
370861,04-06-2014 09:36,Rejected,Male,Service Department,c9,85066
357320,04-06-2014 09:33,Hired,Don’t want to say,Service Department,c9,15621
770441,18-06-2014 09:32,Rejected,Female,Service Department,c9,18283
740719,18-06-2014 16:22,Rejected,Male,Service Department,i1,31891
598888,18-06-2014 16:22,Hired,Male,Service Department,i1,69583
490699,21-07-2014 08:37,Hired,Female,Service Department,i1,42100
259037,21-07-2014 08:37,Hired,Male,Service Department,i1,4781
947234,24-07-2014 16:18,Hired,Female,Service Department,i1,90471
664174,15-08-2014 20:10,Hired,Male,Service Department,i1,17952
859776,02-07-2014 09:36,Hired,Female,Operations Department,c-10,17835
213055,23-07-2014 09:31,Hired,Male,Operations Department,c-10,25771
626477,23-07-2014 09:35,Rejected,Female,Operations Department,c-10,41470
658734,23-07-2014 09:35,Hired,Male,Operations Department,c-10,43960
635120,08-08-2014 13:02,Rejected,Male,Operations Department,c-10,89851
635615,08-08-2014 13:06,Rejected,Female,Operations Department,c-10,97293
933638,29-08-2014 13:02,Rejected,Male,Operations Department,c-10,52117
548999,29-08-2014 13:03,Rejected,Male,Operations Department,c-10,78249
293281,29-08-2014 13:04,Hired,Male,Operations Department,c-10,98419
597601,12-06-2014 09:31,Hired,Male,Operations Department,b9,8371
31422,12-06-2014 09:34,Hired,Female,Operations Department,b9,94522
424720,12-06-2014 10:45,Rejected,Female,Operations Department,b9,95326
521257,12-06-2014 10:45,Rejected,Male,Operations Department,b9,28187
925140,12-06-2014 10:46,Rejected,Male,Operations Department,b9,95053
412196,12-06-2014 10:48,Hired,Female,Operations Department,b9,68430
343398,17-06-2014 10:54,Rejected,Female,Operations Department,b9,36110
90710,17-06-2014 10:54,Hired,Male,Operations Department,b9,97062
72748,17-06-2014 10:58,Hired,Male,Operations Department,b9,60035
739532,01-07-2014 10:40,Hired,Male,Operations Department,b9,49458
870959,31-07-2014 09:35,Rejected,Female,Operations Department,b9,89800
740238,06-08-2014 21:29,Hired,Male,Operations Department,b9,59295
14362,06-08-2014 21:30,Rejected,Male,Operations Department,b9,49659
472685,06-08-2014 21:33,Hired,Female,Operations Department,b9,38479
87713,09-07-2014 15:02,Hired,Male,Service Department,c9,74456
148880,08-07-2014 14:05,Hired,Male,Service Department,c-10,72334
242795,08-05-2014 09:32,Rejected,Female,Service Department,c8,78027
340577,26-05-2014 08:38,Hired,Male,Service Department,c8,73762
946566,12-06-2014 16:36,Rejected,Male,Service Department,c8,63544
966312,12-06-2014 16:37,Hired,Female,Service Department,c8,4129
727363,17-07-2014 09:33,Rejected,Male,Service Department,c8,21586
607598,29-07-2014 10:31,Hired,Female,Service Department,c8,38500
532440,31-07-2014 13:16,Rejected,Female,Service Department,c8,67779
627866,12-05-2014 09:31,Rejected,Male,Operations Department,c9,53256
890953,12-05-2014 09:31,Rejected,Male,Operations Department,c9,2128
310613,28-07-2014 15:35,Hired,Male,Operations Department,c-10,11134
458984,28-07-2014 09:33,Hired,Male,Operations Department,c9,98965
684773,27-05-2014 19:16,Rejected,Male,Sales Department,c5,16546
224851,27-05-2014 19:17,Hired,Female,Sales Department,c5,26053
203784,20-05-2014 09:32,Hired,Female,General Management,c-10,83818
533780,20-05-2014 09:33,Hired,Female,General Management,c-10,20666
703211,10-06-2014 09:31,Hired,Male,Purchase Department,i5,43505
484818,07-05-2014 09:31,Hired,Male,Operations Department,i5,11394
227028,17-07-2014 11:32,Hired,Male,Service Department,c9,33648
315545,28-07-2014 09:59,Hired,Male,Service Department,c9,36859
615673,28-07-2014 09:59,Rejected,Female,Service Department,c9,28612
861007,14-08-2014 19:50,Hired,Male,Service Department,c9,32576
783140,15-08-2014 05:42,Rejected,Male,Service Department,c9,6473
900316,15-08-2014 05:43,Rejected,Female,Service Department,c9,41513
797953,20-08-2014 12:45,Rejected,Male,Service Department,c9,6720
802027,31-08-2014 16:34,Hired,Male,Service Department,c9,21413
305414,01-05-2014 09:31,Hired,Female,Finance Department,c5,27289
992696,01-05-2014 09:31,Rejected,Female,Finance Department,c5,43088
115756,01-05-2014 09:33,Rejected,Female,Finance Department,c5,17504
402021,14-08-2014 09:31,Rejected,Male,Operations Department,c9,8199
722120,19-08-2014 16:13,Hired,Don’t want to say,Operations Department,c9,25246
424101,22-08-2014 15:00,Hired,Male,Operations Department,c9,88721
224983,22-08-2014 15:01,Hired,Male,Operations Department,c9,72843
386421,22-08-2014 15:04,Hired,Male,Operations Department,c9,20087
997434,22-08-2014 15:05,Hired,Male,Operations Department,c9,99091
566587,22-08-2014 15:06,Hired,Male,Operations Department,c9,27670
573979,22-08-2014 15:07,Hired,Female,Operations Department,c9,19367
122565,04-08-2014 09:32,Hired,Male,Operations Department,i7,79920
661492,12-08-2014 08:25,Rejected,Male,Service Department,i7,30938
498458,12-08-2014 08:28,Hired,Male,Service Department,i7,99596
564946,20-08-2014 13:11,Rejected,Male,Service Department,i7,37443
941551,19-08-2014 02:37,Hired,Male,Service Department,i7,52037
71796,19-08-2014 02:40,Hired,Male,Service Department,i7,21371
222485,19-08-2014 07:41,Hired,Female,Service Department,i7,25586
658298,01-07-2014 09:31,Rejected,Male,Service Department,c5,19783
651038,17-05-2014 15:12,Rejected,Female,Operations Department,i7,24709
389951,30-07-2014 09:31,Rejected,Male,Operations Department,i7,99619
856295,19-06-2014 09:31,Rejected,Male,Operations Department,c9,44815
643434,19-06-2014 09:33,Rejected,Female,Operations Department,c9,43792
34179,07-08-2014 17:22,Hired,Female,Operations Department,c9,26150
910029,07-08-2014 17:22,Rejected,Male,Operations Department,c9,56250
760525,07-08-2014 17:24,Hired,Male,Operations Department,c9,95834
913328,07-08-2014 17:21,Hired,Female,Operations Department,c9,10982
906610,10-07-2014 09:31,Hired,Male,Operations Department,c9,27403
356309,10-07-2014 09:31,Hired,Male,Production Department,i5,84905
170369,17-07-2014 09:31,Hired,Male,Production Department,c-10,1817
315817,22-07-2014 18:34,Rejected,Male,Production Department,b9,14871
28531,22-07-2014 18:38,Rejected,Female,Production Department,b9,83828
955200,02-08-2014 01:24,Hired,Male,Production Department,c-10,95400
452559,05-06-2014 11:39,Hired,Don’t want to say,Operations Department,c8,98670
811260,27-06-2014 09:31,Hired,Male,Operations Department,c8,10730
194204,27-06-2014 09:38,Rejected,Female,Operations Department,c8,31185
750906,08-07-2014 14:45,Rejected,Female,Operations Department,c8,30750
486771,08-07-2014 14:50,Hired,Female,Operations Department,c8,57130
932139,04-07-2014 19:06,Hired,Female,Operations Department,c8,17249
606591,04-07-2014 19:06,Hired,Male,Operations Department,c8,80966
847230,07-07-2014 16:39,Rejected,Male,Operations Department,c8,8032
288114,07-07-2014 16:38,Rejected,Don’t want to say,Operations Department,c8,19751
337546,28-07-2014 08:33,Rejected,Female,Operations Department,c8,46403
377923,28-07-2014 08:35,Hired,Female,Operations Department,c8,30875
801545,28-07-2014 08:36,Hired,Male,Operations Department,c8,58330
173651,28-07-2014 08:37,Rejected,Female,Operations Department,c8,40124
290514,08-08-2014 09:35,Hired,Female,Operations Department,c8,89900
956314,28-05-2014 12:01,Hired,Female,Service Department,i6,92168
255595,25-07-2014 10:07,Rejected,Male,Service Department,i6,37952
545043,25-07-2014 10:08,Hired,Female,Service Department,i6,29874
303823,18-07-2014 18:53,Rejected,Male,Production Department,i5,16961
105298,29-07-2014 14:37,Hired,Male,Production Department,i5,28017
423082,26-05-2014 09:32,Rejected,Female,Service Department,i5,71419
376794,03-07-2014 19:28,Rejected,Male,Service Department,i5,78216
218659,03-07-2014 19:30,Rejected,Male,Service Department,i5,40743
680068,21-07-2014 09:34,Hired,Male,Operations Department,c9,87219
467827,12-05-2014 09:31,Hired,Male,Purchase Department,i5,76512
24128,07-07-2014 14:54,Hired,Female,Purchase Department,i5,47611
538085,07-07-2014 14:55,Hired,Male,Purchase Department,i5,78543
164872,14-07-2014 09:32,Hired,Male,Purchase Department,i5,62045
684456,14-07-2014 09:32,Rejected,Female,Purchase Department,i5,83303
854644,10-05-2014 17:10,Rejected,Female,Service Department,i5,74733
657388,10-05-2014 17:09,Hired,Don’t want to say,Service Department,i5,9994
227598,16-05-2014 07:24,Hired,Male,Service Department,i5,55322
58523,16-05-2014 07:25,Rejected,Female,Service Department,i5,34988
726965,16-05-2014 07:29,Hired,Male,Service Department,i5,22567
597119,09-07-2014 10:10,Hired,Female,Service Department,i5,85877
612288,16-07-2014 09:09,Hired,Female,Service Department,i5,16544
34542,16-07-2014 17:59,Rejected,Female,Service Department,i5,73966
693241,22-07-2014 09:33,Hired,Female,Purchase Department,i6,31755
117110,22-07-2014 09:33,Hired,Male,Purchase Department,i6,7947
704096,22-07-2014 09:34,Hired,Male,Purchase Department,i6,51383
867293,01-05-2014 19:52,Hired,Male,Operations Department,c-10,19871
214693,06-05-2014 12:26,Rejected,Male,Operations Department,c-10,74099
722156,22-05-2014 14:40,Hired,Male,Operations Department,c-10,70411
964928,22-05-2014 14:39,Hired,Don’t want to say,Operations Department,c-10,67453
943418,27-05-2014 13:27,Rejected,Male,Operations Department,i7,59234
661256,30-05-2014 19:54,Hired,Male,Operations Department,i7,42499
317422,21-05-2014 09:31,Hired,Female,Operations Department,i7,53128
823654,05-06-2014 19:05,Rejected,Male,Service Department,i5,70676
560180,11-06-2014 09:09,Rejected,Female,Service Department,i5,86828
954148,27-06-2014 14:13,Rejected,Male,Service Department,i5,58548
641583,27-06-2014 14:14,Hired,Female,Service Department,i5,53155
684242,27-06-2014 14:16,Hired,Male,Service Department,i5,80876
222272,04-07-2014 18:57,Hired,Don’t want to say,Service Department,c9,13056
880787,14-08-2014 09:34,Hired,Male,Service Department,c9,47704
256813,14-08-2014 09:36,Hired,Male,Service Department,c9,78611
749392,14-08-2014 09:39,Rejected,Female,Service Department,c9,22117
392048,22-08-2014 15:46,Hired,Female,Service Department,c9,43988
778041,22-08-2014 15:47,Hired,Female,Service Department,c9,51085
162279,07-08-2014 09:34,Hired,Male,Service Department,c9,59437
839305,07-08-2014 09:35,Hired,Male,Service Department,c9,10015
466313,07-08-2014 09:33,Hired,Female,Service Department,c9,25401
675897,08-08-2014 11:58,Rejected,Male,Service Department,c9,82935
929198,08-08-2014 12:05,Rejected,Female,Service Department,c9,48153
520656,09-05-2014 16:34,Rejected,Female,Operations Department,c9,35401
875997,28-05-2014 10:43,Rejected,Female,Operations Department,c-10,36047
694518,29-05-2014 12:54,Hired,Male,Operations Department,c9,95548
710064,29-05-2014 12:57,Hired,Female,Operations Department,c9,69460
919803,30-05-2014 09:40,Hired,Female,Operations Department,c9,29286
250044,30-05-2014 09:31,Rejected,Male,Operations Department,c-10,47810
191373,03-06-2014 10:49,Rejected,Male,Operations Department,c9,83090
615424,03-06-2014 10:51,Hired,Male,Operations Department,c9,24597
235539,27-06-2014 09:32,Hired,Male,Operations Department,c-10,35611
906051,27-06-2014 09:32,Hired,Female,Operations Department,c-10,71844
705197,27-06-2014 09:35,Hired,Female,Operations Department,c-10,70644
724798,27-06-2014 09:37,Rejected,Female,Operations Department,c-10,65820
862375,27-06-2014 09:33,Hired,Female,Operations Department,c-10,14390
785487,01-07-2014 18:52,Hired,Female,Operations Department,c-10,19332
946312,04-07-2014 18:07,Hired,Male,Operations Department,c-10,14144
736470,04-07-2014 18:08,Hired,Don’t want to say,Operations Department,c-10,60928
427814,11-07-2014 17:13,Rejected,Male,Operations Department,c9,43484
363285,11-07-2014 17:15,Rejected,Female,Operations Department,c9,71650
138676,11-07-2014 17:15,Hired,Female,Operations Department,c9,83336
38906,11-07-2014 17:16,Hired,Female,Operations Department,c9,38196
315400,11-07-2014 17:19,Rejected,Female,Operations Department,c9,26586
133517,11-07-2014 17:21,Hired,Female,Operations Department,c9,45315
933908,16-07-2014 18:24,Hired,Female,Operations Department,c9,57346
961974,17-07-2014 21:06,Hired,Male,Operations Department,c9,40149
646412,17-07-2014 21:07,Rejected,Male,Operations Department,c9,28310
682466,01-08-2014 09:36,Rejected,Male,Operations Department,c-10,47411
210703,01-08-2014 09:32,Rejected,Don’t want to say,Operations Department,c-10,14890
370831,03-08-2014 13:33,Hired,Male,Operations Department,c-10,55248
148345,04-08-2014 13:24,Hired,Male,Operations Department,c9,10055
472307,04-08-2014 13:24,Rejected,Male,Operations Department,c9,85191
367647,05-08-2014 10:14,Rejected,Male,Operations Department,c-10,76634
928886,07-08-2014 16:19,Rejected,Male,Operations Department,c-10,30504
366620,11-08-2014 17:03,Hired,Male,Operations Department,c9,21368
262826,11-08-2014 17:04,Rejected,Male,Operations Department,c9,97131
852087,11-08-2014 17:04,Hired,Male,Operations Department,c9,4717
234192,21-08-2014 08:36,Rejected,Male,Operations Department,c9,70071
578818,06-05-2014 09:58,Hired,Male,Operations Department,i6,74310
813334,06-05-2014 10:01,Hired,Male,Operations Department,i6,94627
938949,10-05-2014 19:01,Rejected,Male,Operations Department,c-10,75525
831516,10-05-2014 19:03,Hired,Female,Operations Department,c-10,44507
995799,12-05-2014 10:52,Hired,Female,Operations Department,i6,83962
350319,12-05-2014 10:53,Rejected,Male,Operations Department,i6,59448
422303,16-05-2014 06:57,Rejected,Male,Operations Department,i6,46044
454176,17-05-2014 16:39,Rejected,Female,Operations Department,i6,45064
396603,16-07-2014 12:18,Hired,Male,Operations Department,i6,3055
818355,16-07-2014 12:19,Hired,Male,Operations Department,i6,78340
845699,26-07-2014 15:46,Hired,Male,Operations Department,i6,26152
274119,26-07-2014 15:49,Rejected,Male,Operations Department,i6,69312
984018,05-08-2014 13:54,Hired,Male,Operations Department,c-10,41667
858091,05-08-2014 13:57,Rejected,Male,Operations Department,c-10,55059
620222,29-08-2014 09:31,Hired,Male,Operations Department,c-10,2786
230236,29-08-2014 09:32,Hired,Male,Operations Department,c-10,9611
